"","id","team","manager","jobTasksSDSA","jobBalanceSDSA","jobPaySDSA","jobRecognitionSDSA","jobAdvancementSDSA","jobCoworkersSDSA","jobManagementSDSA","salary","tenure","age","genderFM","degreeBMP","citizenNY"
"29","G978Z","Ethics","V5401Z",3,5,4,4,5,7,7,58571,2,33,1,2,2
"30","C230K","R&D","X2508W",1,1,3,3,3,3,2,53149,0,45,1,1,1
"31","B542J","DSI","Y7924Z",5,2,6,6,7,3,3,111205,0,35,2,3,2
"32","N436H","Finance","Z4040W",4,3,5,5,5,5,5,69930,3,24,1,3,2
"33","X631Q","Ethics","W4935V",3,5,5,5,4,7,7,60165,6,44,2,3,2
"34","A654L","R&D","X2508W",2,5,3,2,4,6,6,79230,9,43,2,2,2
"35","P207V","Ethics","V5401Z",1,3,3,2,3,5,5,54722,4,41,2,1,2
"36","K288R","Finance","Z5440X",5,5,5,6,7,6,NA,106819,4,53,2,3,2
"37","N137H","R&D","X2508W",3,1,5,4,4,2,3,55215,3,32,2,2,2
"38","A199C","Finance","Z5080X",4,5,4,6,6,7,NA,57222,7,32,1,2,2
"39","M962K","Health","X3361V",5,3,6,6,6,5,3,105500,4,41,2,3,1
"40","H240K","Finance","W7052V",2,3,4,3,3,4,4,47930,5,47,2,1,2
"41","C367M","Finance","Z4040W",4,4,6,5,6,6,NA,52182,1,22,2,1,2
"42","L595Z","Health","Y9874X",1,1,2,3,2,2,3,46224,4,55,1,1,2
"43","D982N","Health","Y9874X",2,3,3,4,3,5,4,83037,10,25,2,3,2
"44","N934H","Finance","Z5440X",3,2,4,5,4,4,4,57270,0,36,1,2,2
"45","C255K","Finance","Z4040W",5,4,6,7,7,5,6,70201,8,30,2,1,2
"46","R359E","Finance","V1626X",1,3,2,2,4,4,4,74638,1,23,2,3,2
"47","B554U","Health","X3361V",2,1,4,4,4,2,2,53949,6,30,2,1,1
"48","P583H","Ethics","V5401Z",5,1,6,6,6,2,3,53163,6,51,1,2,2
"49","B523N","R&D","W6837Y",2,3,3,4,3,4,5,139026,8,54,2,3,2
"50","N272I","Health","X3361V",3,5,5,5,5,6,6,144553,5,49,2,3,1
"51","Z769A","R&D","W6837Y",3,4,6,5,4,5,5,125717,7,27,1,3,2
"52","B331M","Health","V3988Z",5,5,7,7,7,7,NA,104543,7,35,2,3,2
"53","P111Q","Finance","Z4040W",4,3,6,6,6,5,5,72354,9,44,1,2,2
"54","W910F","Finance","V1626X",3,4,4,5,5,6,6,130583,10,31,2,3,1
"55","P716I","Finance","W7052V",5,3,7,7,6,5,NA,69791,9,49,1,1,2
"56","C382A","Finance","Z5080X",4,3,5,5,6,5,NA,75559,8,35,1,2,2
"57","A694N","Finance","Z4040W",5,3,6,6,7,5,4,73086,8,51,1,2,2
"58","Q327Z","R&D","V4859W",4,5,5,5,6,7,NA,74745,5,39,2,3,2
"59","I580K","Health","Y9874X",1,4,3,3,2,5,5,58653,3,28,1,2,2
"60","W823D","Health","Y9874X",1,2,2,3,2,4,4,51044,3,55,1,1,2
"61","Q203J","Ethics","W4935V",3,5,4,4,5,6,6,72898,10,52,1,1,1
"62","G835X","DSI","Y7924Z",5,4,7,6,6,5,NA,47003,6,32,1,1,1
"63","L683Z","Finance","Z5440X",2,2,4,4,3,3,4,47662,6,32,1,1,2
"64","C532P","Ethics","V1748V",3,1,4,5,4,4,2,59232,1,38,2,2,1
"65","O965G","Finance","Z5080X",2,4,3,3,3,6,5,47202,2,49,1,1,1
"66","T736U","R&D","V4203Y",4,4,6,5,6,6,5,50837,6,52,2,1,2
"67","O781F","Health","Y9874X",2,3,3,3,3,4,4,106139,7,41,2,3,1
"68","G264L","R&D","V4859W",1,1,2,3,2,3,2,69653,1,54,2,3,2
"69","U380A","Finance","Z4040W",1,4,2,1,2,6,5,78119,8,25,1,2,2
"70","N340G","Ethics","V1748V",3,3,5,5,5,4,4,128769,3,42,2,3,2
"71","F966R","Ethics","V1748V",1,1,3,2,3,3,3,54340,3,54,2,1,2
"72","K705Z","Ethics","W4935V",5,3,7,6,7,6,4,58922,0,29,2,2,1
"73","M882I","R&D","V4203Y",2,1,4,4,4,2,3,75500,8,54,1,1,1
"74","S356D","Finance","Z4040W",3,1,4,4,5,3,NA,69639,0,40,1,3,2
"75","I744R","Finance","Z5440X",1,4,3,2,2,5,5,85753,10,49,2,3,2
"76","R522U","Finance","V1626X",1,3,3,3,4,4,4,49826,0,51,1,1,1
"77","A437B","R&D","X8503X",3,1,5,5,5,3,3,47712,4,25,1,1,2
"78","U158Z","Finance","Z4040W",2,5,4,3,4,7,NA,105567,6,38,2,3,2
"79","P553F","Ethics","V1748V",4,3,6,6,5,5,5,47736,1,41,1,1,2
"80","Z275A","R&D","W6837Y",1,5,3,2,2,6,7,79291,4,35,2,3,2
"81","O691R","R&D","X8503X",1,2,3,2,3,3,3,76392,9,28,1,2,2
"82","P839A","Ethics","V5401Z",5,4,7,6,6,6,5,54043,2,27,2,2,1
"83","H946W","R&D","V4859W",5,1,6,6,6,2,3,65175,8,53,2,1,2
"84","B812C","R&D","V4859W",1,5,3,2,3,7,6,48015,4,35,2,1,2
"85","M212O","R&D","X8503X",1,5,3,2,3,6,7,56113,1,40,1,2,2
"86","Q749K","Finance","V1626X",2,2,3,3,4,4,4,67022,5,35,1,3,2
"87","R467Y","R&D","X2508W",3,3,4,4,4,4,4,45140,1,48,2,1,2
"88","Y510M","R&D","X8503X",3,1,4,4,4,2,2,84352,6,51,2,3,2
"89","H582D","Finance","Z5440X",2,2,4,3,3,4,4,52693,6,52,1,1,1
"90","J836U","DSI","Y7924Z",4,1,6,6,6,2,3,54069,0,49,2,1,1
"91","C993P","R&D","X8503X",1,5,3,2,2,6,6,48435,3,29,2,1,2
"92","S109W","R&D","X8503X",4,4,6,6,6,5,NA,51089,3,51,1,1,2
"93","L400F","Ethics","V5401Z",2,4,4,4,3,6,6,65029,3,38,1,3,2
"94","C655F","R&D","V4203Y",1,1,3,3,2,3,3,123431,2,34,2,3,2
"95","J423I","R&D","W6837Y",3,5,4,6,4,7,7,59034,5,23,2,2,2
"96","U728N","R&D","V4203Y",4,3,7,5,5,4,4,59069,1,29,2,2,1
"97","M925Y","R&D","X8503X",1,1,3,2,2,2,2,58210,2,28,1,2,2
"98","M207R","Finance","Z5440X",1,5,2,3,3,7,7,50158,5,27,1,1,2
"99","O159N","Finance","W7052V",4,5,5,5,6,7,6,49418,5,42,1,1,2
"100","Z858C","Health","X3361V",4,3,6,4,6,5,NA,52226,1,40,2,1,2
"101","G806A","R&D","V4859W",1,5,3,2,2,7,7,149055,5,38,2,3,2
"102","N611D","R&D","X2508W",4,1,5,6,5,2,NA,55422,7,49,2,2,2
"103","A866O","Ethics","V1748V",3,1,4,4,4,3,3,68557,5,30,2,3,1
"104","T690J","R&D","V4203Y",1,4,3,3,2,5,6,83569,8,48,2,3,2
"105","E119J","Health","V3988Z",4,1,6,5,5,3,2,102154,5,31,2,3,2
"106","D498G","DSI","Y7924Z",1,2,3,3,2,3,3,47063,6,34,1,1,1
"107","I591D","R&D","X8503X",4,4,5,6,6,5,7,52369,7,48,2,1,1
"108","R513P","R&D","X8503X",5,4,6,6,6,6,6,53725,7,29,1,2,2
"109","Q465T","R&D","V4859W",3,4,5,4,4,6,6,75315,8,37,1,1,2
"110","H433I","Finance","Z4040W",1,3,2,3,2,5,5,88200,2,47,2,3,2
"111","J288J","Finance","Z4040W",4,1,7,6,5,2,2,52883,2,52,1,1,2
"112","Q596E","R&D","W6837Y",3,2,4,5,4,3,3,51821,5,50,2,1,2
"113","V621N","Finance","Z5440X",5,1,7,7,6,3,2,78070,8,41,2,2,2
"114","W901F","Health","Y9874X",4,2,5,5,6,5,3,45685,2,37,2,1,1
"115","S610M","Finance","V1626X",2,3,4,4,3,4,5,69134,9,49,1,1,2
"116","C365F","Finance","Z5080X",5,3,6,7,7,4,4,53204,3,33,1,1,1
"117","D230N","Ethics","V1748V",4,1,6,6,5,3,2,54475,1,25,2,2,2
"118","Q606G","R&D","V4859W",4,3,7,5,6,4,4,79637,4,41,2,3,2
"119","I476Y","R&D","W6837Y",4,2,5,5,5,3,4,97506,7,46,2,3,2
"120","R371K","Finance","W7052V",3,4,5,5,4,6,6,166780,9,33,2,3,1
"121","Z751K","Health","Y9874X",4,1,5,6,5,3,3,46235,5,34,1,1,2
"122","Y233P","Finance","V1626X",5,3,6,6,6,4,4,93826,9,55,2,3,2
"123","X203R","R&D","X2508W",1,3,2,2,3,5,5,103548,10,52,2,3,2
"124","C135G","Finance","Z4040W",3,2,4,4,5,3,4,45028,6,49,2,1,2
"125","N363W","Finance","W7052V",5,1,6,6,5,2,2,48141,6,40,1,1,2
"126","V285G","R&D","X8503X",2,3,3,3,3,5,5,47200,0,33,1,1,2
"127","T583Z","DSI","Y7924Z",1,1,3,2,3,3,2,59206,0,28,2,2,2
"128","O569U","Finance","V1626X",1,2,3,3,4,3,4,47253,1,45,2,1,2
"129","W378W","Health","Y9874X",2,1,3,3,3,2,2,56196,0,30,2,2,2
"130","C625Y","Health","Y9874X",4,5,5,6,6,6,NA,56449,3,53,2,2,2
"131","N898J","Finance","Z5440X",1,3,3,2,3,6,5,70738,6,44,2,3,2
"132","J164K","Finance","Z5080X",1,1,3,3,3,2,2,54078,4,54,1,1,1
"133","S840N","Finance","Z4040W",3,4,5,4,4,5,4,70460,10,28,2,1,2
"134","C250X","Health","X3361V",4,3,5,5,6,5,5,48078,7,42,2,1,2
"135","A688J","Health","Y9874X",2,1,3,3,3,2,3,65097,7,22,1,3,2
"136","B915E","Finance","W7052V",1,4,2,2,2,6,4,46019,1,49,1,1,2
"137","F160B","R&D","W6837Y",2,5,3,4,3,6,7,130670,7,38,2,3,1
"138","M671F","Health","Y9874X",3,4,5,4,4,7,6,56756,2,23,1,2,1
"139","F634Q","R&D","W6837Y",1,2,3,3,3,4,4,50372,3,52,1,1,2
"140","F293M","Health","V3988Z",5,3,7,6,6,4,5,53677,6,45,2,2,2
"141","Z310P","Health","Y9874X",3,1,5,4,4,2,2,47751,4,44,2,1,2
"142","Y659U","Health","Y9874X",2,2,4,3,3,3,4,49514,6,55,2,1,2
"143","N305D","R&D","V4859W",5,1,7,7,7,3,3,78630,9,49,2,2,2
"144","A224O","DSI","Y7924Z",1,3,3,3,3,5,5,67487,8,22,1,1,2
"145","L852M","Finance","Z4040W",4,1,5,5,6,3,2,55932,5,47,1,2,2
"146","P831I","R&D","V4203Y",1,1,3,2,3,3,NA,49147,6,50,1,1,2
"147","M800M","Finance","Z4040W",3,5,5,5,5,6,7,55589,6,27,2,2,2
"148","Q347N","Health","X3361V",3,4,4,5,5,6,5,45255,6,36,1,1,2
"149","D469A","Finance","Z5440X",1,1,2,3,2,2,2,53417,0,44,1,2,2
"150","Z895X","Finance","Z4040W",5,2,6,6,6,4,3,137833,4,50,2,3,2
"151","S386Y","Health","V3988Z",4,5,6,6,6,7,NA,116823,1,32,1,3,2
"152","R956O","Ethics","V1748V",1,2,3,3,3,3,3,58099,2,31,2,2,1
"153","D385Q","R&D","X8503X",2,1,2,3,4,2,2,47115,1,33,1,1,2
"154","D350R","Ethics","V1748V",1,2,2,3,2,3,4,136205,2,41,2,3,2
"155","C804M","R&D","V4859W",4,2,5,6,5,3,3,53477,5,28,1,2,2
"156","K690H","R&D","X8503X",5,3,7,7,6,5,5,111167,2,39,2,3,2
"157","P530X","Finance","Z5440X",3,5,4,5,4,7,7,109222,0,42,2,3,2
"158","W682H","Finance","Z5080X",1,1,3,2,3,3,2,95808,3,39,2,3,2
"159","G561K","R&D","X8503X",3,2,5,4,5,3,3,54921,5,24,1,2,1
"160","I233N","R&D","X2508W",2,3,4,4,3,5,4,53605,1,48,1,1,2
"161","U125U","Finance","Z5080X",2,5,4,4,4,7,6,47712,2,22,2,1,2
"162","G157V","Ethics","W4935V",1,1,2,3,2,3,3,58256,4,23,2,2,2
"163","G752V","R&D","V4859W",5,5,6,7,6,6,NA,59020,1,29,2,2,2
"164","U985F","Finance","Z4040W",3,2,5,4,4,4,3,54817,5,52,2,2,2
"165","S863Q","Ethics","V1748V",2,4,4,4,4,6,5,56688,1,44,1,2,2
"166","O301Z","R&D","V4203Y",4,2,5,6,6,3,4,48432,5,35,2,1,2
"167","G132K","Finance","V1626X",3,3,5,4,5,5,4,85414,10,27,2,3,2
"168","I614Y","Health","Y9874X",1,3,3,2,2,5,5,51039,1,29,1,1,2
"169","B678E","Finance","Z4040W",4,5,6,5,6,6,NA,53621,6,40,1,1,2
"170","E845S","Finance","Z4040W",3,5,5,3,5,5,7,73604,8,32,2,1,2
"171","T791W","Finance","Z4040W",1,2,3,2,3,3,4,57722,0,34,1,2,2
"172","B108T","Finance","Z5080X",3,1,3,3,5,3,2,45465,4,25,2,1,2
"173","Z296Y","R&D","V4203Y",3,1,4,4,5,2,4,82029,8,29,1,2,1
"174","V482X","DSI","Y7924Z",1,2,2,2,2,3,4,78038,8,30,1,2,2
"175","T107L","R&D","X8503X",5,3,6,7,7,5,4,70273,1,47,2,3,2
"176","S475L","Finance","Z5440X",1,2,2,2,2,4,3,102742,6,39,2,3,2
"177","W533W","R&D","W6837Y",1,2,2,2,2,3,3,45707,6,52,2,1,2
"178","W334C","R&D","V4203Y",1,2,2,2,2,3,5,59276,7,34,2,2,1
"179","X440F","R&D","V4859W",4,3,6,6,5,4,4,67322,3,52,2,3,1
"180","P835K","Ethics","V1748V",2,4,3,3,4,6,5,164546,9,36,2,3,2
"181","N240H","R&D","V4859W",4,4,6,6,6,7,6,50590,2,40,2,1,2
"182","H482S","Ethics","W4935V",4,3,6,6,5,5,5,80877,9,40,2,2,2
"183","L237O","Ethics","V1748V",2,1,4,3,3,3,3,58958,1,34,2,2,2
"184","L893M","Ethics","W4935V",3,2,4,5,4,4,3,46671,1,32,1,1,2
"185","T846V","R&D","X2508W",1,2,3,2,3,4,4,74649,5,52,1,3,2
"186","N976Q","Finance","Z4040W",4,2,5,6,5,3,4,77971,10,24,1,2,1
"187","N837O","Finance","Z5440X",3,3,4,4,4,5,4,134319,6,33,2,3,2
"188","E241X","Finance","V1626X",3,2,5,5,5,4,4,57408,6,47,2,2,1
"189","T129R","R&D","W6837Y",2,4,4,3,4,6,6,70312,8,22,2,1,2
"190","R876C","Health","V3988Z",3,4,5,4,4,6,6,58046,0,52,1,2,2
"191","P909F","Finance","Z5440X",4,1,5,5,4,2,2,83142,10,26,1,2,1
"192","R263O","Health","Y9874X",3,3,4,5,5,5,NA,52385,0,22,1,1,1
"193","G918L","R&D","X2508W",3,2,5,5,4,3,4,82362,8,22,2,2,2
"194","L856P","Finance","Z5440X",5,4,7,6,6,5,NA,70311,8,32,1,1,2
"195","C685U","Ethics","V5401Z",1,1,2,3,3,2,2,68884,10,39,1,1,2
"196","V922V","Finance","W7052V",3,5,5,5,4,6,7,82478,8,38,1,2,2
"197","B825J","Ethics","V5401Z",3,4,5,5,4,6,5,127605,3,32,2,3,2
"198","Q335N","Finance","Z5440X",3,4,5,4,5,5,6,55289,7,23,1,2,2
"199","S672F","Finance","W7052V",3,3,5,5,4,5,5,48498,7,41,2,1,2
"200","A363G","Finance","V1626X",3,3,5,4,4,4,4,102749,2,45,2,3,2
"201","K515N","Finance","W7052V",4,2,5,7,5,4,4,124689,7,46,2,3,2
"202","R111V","Finance","W7052V",5,2,7,6,7,3,NA,72569,9,35,1,1,1
"203","S906C","Ethics","V1748V",2,2,3,3,3,4,4,85041,9,39,1,3,2
"204","G596X","Ethics","V1748V",1,5,2,3,2,7,7,54227,0,46,1,2,2
"205","V573W","R&D","V4859W",3,1,4,4,5,3,NA,77212,9,38,1,2,1
"206","C933T","R&D","X2508W",4,2,6,5,6,4,NA,53172,7,39,1,2,1
"207","F415N","Health","V3988Z",3,5,5,4,5,7,NA,46425,6,24,1,1,2
"208","W892C","R&D","X8503X",2,4,3,3,3,5,6,83905,9,54,1,3,2
"209","Q824J","R&D","W6837Y",2,1,4,3,4,3,3,144810,6,55,2,3,2
"210","M797V","R&D","X2508W",5,4,7,7,6,5,NA,135175,3,27,2,3,1
"211","G550V","Finance","W7052V",2,2,4,3,3,4,2,59076,5,52,2,2,2
"212","D562H","Finance","Z4040W",4,4,6,5,6,6,6,129912,5,51,2,3,1
"213","D484U","Finance","W7052V",5,2,7,7,6,4,3,50992,7,45,1,1,1
"214","V122D","Finance","Z5080X",2,4,5,3,3,5,5,53012,7,47,1,2,2
"215","H378U","Finance","Z4040W",5,2,7,7,6,3,3,50410,7,52,1,1,2
"216","A893U","Finance","Z5080X",5,2,6,5,6,4,3,54463,3,52,1,1,2
"217","T794N","Finance","Z5080X",3,1,4,5,4,2,2,74460,8,45,1,1,2
"218","P704U","Health","V3988Z",2,2,4,4,3,3,4,58621,1,54,1,2,2
"219","U740H","Finance","Z5080X",1,4,2,3,2,5,6,123474,2,50,2,3,2
"220","F195B","Health","X3361V",1,4,3,3,3,5,6,124788,4,37,2,3,2
"221","W825D","R&D","V4859W",1,3,2,1,2,4,4,57518,3,28,1,2,2
"222","F373Z","Ethics","V5401Z",1,5,2,2,2,6,7,72373,9,44,1,1,2
"223","N273J","R&D","V4203Y",1,5,2,2,2,7,6,56702,5,36,1,2,2
"224","L518B","Health","X3361V",3,1,4,4,4,3,3,52269,3,28,1,1,2
"225","U372P","Finance","Z4040W",3,2,5,5,4,3,4,53967,3,53,1,1,2
"226","C830R","R&D","V4203Y",3,2,4,5,5,5,4,50398,7,35,1,1,2
"227","V404H","Ethics","V1748V",5,3,7,7,7,4,NA,124486,2,32,2,3,2
"228","W111J","R&D","V4859W",2,1,4,4,4,2,2,73510,10,32,2,1,1
"229","M441F","Finance","Z5440X",5,5,6,7,6,6,6,56935,2,36,1,2,2
"230","X899C","R&D","V4203Y",1,1,3,2,3,3,2,70053,8,44,1,2,2
"231","G826M","DSI","Y7924Z",2,1,2,4,4,2,3,125417,10,42,2,3,2
"232","H295K","Health","X3361V",5,2,6,7,7,4,3,58698,1,47,2,2,1
"233","M922N","Finance","Z5440X",2,1,3,3,4,3,2,74283,8,47,2,2,2
"234","I615M","R&D","X2508W",2,2,3,4,3,4,4,58821,7,49,2,2,2
"235","B127G","R&D","V4859W",2,5,4,3,3,7,6,73068,9,23,1,1,1
"236","H951R","R&D","V4859W",5,4,7,6,6,6,5,134244,10,45,2,3,2
"237","O283X","R&D","X2508W",5,1,6,6,6,2,2,63686,2,47,2,3,2
"238","U403U","R&D","V4859W",2,3,3,3,4,4,5,46197,1,40,1,1,1
"239","D207K","R&D","V4203Y",2,2,3,2,3,4,NA,49683,6,49,2,1,2
"240","E734I","R&D","V4859W",2,1,2,3,2,2,3,52298,0,27,1,1,2
"241","R516K","R&D","X2508W",1,5,2,2,3,6,7,78653,2,28,2,3,1
"242","L508D","Finance","Z5440X",1,3,3,2,2,4,4,51761,2,34,2,1,2
"243","E104V","DSI","Y7924Z",2,2,3,3,3,3,3,61270,7,35,1,3,2
"244","P314W","R&D","X2508W",5,1,6,7,6,3,2,52013,4,25,2,1,2
"245","X453C","Health","X3361V",5,4,6,6,7,6,5,158953,9,51,1,3,2
"246","L639D","Finance","Z5080X",2,3,4,3,3,4,5,64153,9,48,1,1,1
"247","Z965H","R&D","X8503X",5,4,6,7,7,5,5,57999,2,50,1,2,2
"248","R565T","Health","Y9874X",5,5,7,7,7,7,NA,54587,3,45,2,2,2
"249","V943T","Finance","Z4040W",3,2,4,4,4,4,3,55711,2,29,1,2,2
"250","Y737T","Finance","W7052V",4,2,6,6,5,4,3,80727,5,42,2,3,1
"251","W774T","Health","X3361V",1,4,2,2,2,6,5,54152,7,42,2,2,1
"252","A663R","Ethics","V5401Z",2,2,3,4,3,4,5,46012,3,41,1,1,1
"253","M972I","Finance","Z5440X",3,5,4,5,5,7,NA,47184,0,32,1,1,2
"254","S995M","R&D","X2508W",3,2,4,5,4,4,3,77012,9,33,1,1,2
"255","N633A","R&D","X8503X",5,1,6,6,7,3,NA,144281,2,42,2,3,2
"256","W845C","Ethics","W4935V",1,4,3,2,2,6,6,73310,10,26,1,1,2
"257","G295D","Finance","W7052V",4,3,6,6,6,6,5,72042,8,44,2,1,2
"258","V300Z","DSI","Y7924Z",1,1,3,2,2,2,3,58600,0,51,2,2,2
"259","L943Y","Finance","Z5440X",5,3,6,7,7,5,4,74654,9,33,1,2,2
"260","L625D","R&D","X8503X",5,3,7,6,6,5,6,52400,2,46,1,1,2
"261","O815Q","Ethics","V1748V",2,1,3,4,3,2,2,52929,1,28,1,1,2
"262","C503Z","Finance","Z4040W",1,2,2,3,3,4,4,76186,2,43,2,3,2
"263","U213X","Health","Y9874X",4,4,6,5,5,5,7,54295,0,29,2,2,2
"264","H201W","R&D","X2508W",1,3,2,3,2,4,5,143493,8,26,1,3,2
"265","Y185F","Health","Y9874X",4,2,6,5,5,4,4,53548,4,27,1,2,2
"266","Q316Q","Ethics","V5401Z",2,3,4,4,4,5,5,77986,10,47,2,1,2
"267","H699U","Finance","Z5440X",1,5,3,3,3,7,6,59911,5,27,2,2,2
"268","V528M","Ethics","V5401Z",4,5,6,6,6,6,7,99409,9,55,2,3,1
"269","P485U","R&D","V4859W",3,2,4,4,5,4,4,48445,6,51,1,1,2
"270","V454K","Finance","Z5440X",3,2,5,5,4,3,3,51938,5,54,1,1,2
"271","C315D","Ethics","V5401Z",5,1,7,7,7,2,3,125399,7,45,2,3,2
"272","W340M","Ethics","V5401Z",3,1,4,5,5,3,3,91882,0,36,2,3,2
"273","F537D","R&D","X8503X",5,3,6,6,6,5,5,82892,2,53,2,3,2
"274","G431I","Finance","V1626X",1,2,3,3,2,3,4,78375,9,45,2,2,2
"275","N970G","Ethics","W4935V",3,1,5,4,4,3,2,97856,3,34,2,3,2
"276","Z491G","Ethics","V5401Z",5,3,7,7,6,5,5,48190,6,26,1,1,1
"277","I954B","Finance","V1626X",4,5,5,5,6,6,6,73995,9,46,2,2,2
"278","V238R","R&D","X2508W",4,4,6,7,5,6,NA,139620,5,35,2,3,2
"279","A836E","Finance","Z5080X",3,1,4,5,4,3,3,50440,5,27,2,1,2
"280","P690F","R&D","X8503X",5,1,6,7,7,2,3,53335,6,46,1,2,2
"281","P909H","R&D","X2508W",4,3,5,6,4,5,5,144314,6,47,2,3,1
"282","P334F","DSI","Y7924Z",4,3,5,5,5,3,4,96077,10,55,2,3,1
"283","N739L","Health","V3988Z",5,3,7,7,6,4,5,46272,7,54,2,1,1
"284","R155E","DSI","Y7924Z",4,2,5,5,5,4,5,57939,5,43,1,2,1
"285","G134K","Health","V3988Z",1,5,3,3,1,7,7,105734,4,45,2,3,1
"286","P460L","Health","X3361V",4,3,6,6,6,5,NA,58231,6,42,1,2,2
"287","F976B","Health","Y9874X",4,2,5,5,5,4,5,47198,1,53,1,1,2
"288","D613E","Health","Y9874X",5,5,7,7,6,6,6,106950,8,54,2,3,2
"289","Q810G","Finance","W7052V",2,5,3,4,3,7,6,78430,10,50,1,2,2
"290","C230B","Finance","V1626X",5,2,6,6,6,3,NA,79605,8,53,1,2,2
"291","W745O","R&D","X2508W",1,3,3,3,2,5,5,52079,3,50,2,1,2
"292","Y122S","R&D","W6837Y",1,4,2,3,3,5,6,54711,6,29,2,2,2
"293","K301V","Ethics","V5401Z",4,3,5,5,6,4,5,48713,3,23,1,1,2
"294","W165X","DSI","I511L",4,1,6,5,6,2,0,46382,7,38,2,1,2
"295","O893U","Ethics","W4935V",1,3,2,3,3,4,5,48302,4,53,2,1,2
"296","D513V","Finance","Z4040W",3,2,5,4,4,3,4,50053,4,22,1,1,2
"297","T164M","DSI","Y7924Z",1,3,2,3,2,5,5,53720,3,42,2,2,2
"298","N622V","R&D","X8503X",2,5,4,3,4,7,6,58396,2,27,2,2,2
"299","E443D","Ethics","V5401Z",5,2,7,6,6,4,3,131267,9,32,2,3,2
"300","S513K","DSI","Y7924Z",2,5,4,3,3,6,6,46789,3,22,2,1,2
"301","W867Y","DSI","Y7924Z",3,4,4,5,4,6,5,113609,4,33,2,3,2
"302","U467Q","R&D","V4203Y",3,1,5,4,5,3,2,58689,7,46,2,2,1
"303","Z591J","Finance","Z4040W",5,2,6,5,6,3,NA,56224,0,50,2,2,2
"304","T543Q","Finance","Z5440X",5,2,7,7,6,4,4,51808,6,51,2,1,2
"305","E820M","Finance","Z4040W",4,1,6,5,5,2,2,72431,8,55,1,1,1
"306","F263W","Finance","Z4040W",2,1,4,4,4,3,2,53056,2,22,1,1,1
"307","G263J","Finance","W7052V",3,2,4,4,4,4,4,47999,0,40,1,1,2
"308","G187T","R&D","X2508W",3,5,4,5,5,6,6,58526,3,30,2,2,2
"309","U249W","Health","Y9874X",4,1,6,6,5,2,NA,67558,8,42,1,1,2
"310","S856G","Health","X3361V",5,4,7,6,7,6,6,80144,8,39,1,2,2
"311","U459X","Ethics","V1748V",4,1,5,5,6,3,3,104359,5,50,2,3,2
"312","V962K","R&D","X8503X",4,3,6,5,6,5,5,71264,10,26,2,1,2
"313","T319G","R&D","V4859W",5,5,7,7,7,6,NA,47527,5,25,2,1,1
